uid,city,列1,year,各省环保项目信贷总额(亿元),各省信贷总额(亿元),绿色信贷,绿色债券发行总额（亿元),所有债券发行总额（亿元）,绿色债券,环境污染治理投资亿元,GDP（亿元）,绿色投资,财政环境保护支出（亿元）,总保费支出（亿元）,绿色保险,碳交易用能权交易排污权交易亿元,权益市场交易总额亿元,绿色权益,绿色基金总市值亿元,所有基金总市值亿元,绿色基金,碳排放量(万吨),GDP（亿元）2,碳金融,绿色金融指数
,河北省,,2001,54.970,2272.910,0.024,158.400,2237.130,0.071,474.960,5516.760,0.086,29.870,1524.180,0.020,98.900,2713.870,0.036,8.120,256.900,0.032,23163.000,5516.760,4.199,0.233
,河北省,,2002,62.920,2536.710,0.025,209.170,2668.410,0.078,767.300,6018.280,0.127,26.060,1566.470,0.017,133.130,3152.090,0.042,9.370,273.930,0.034,26118.400,6018.280,4.340,0.333
,河北省,,2003,68.290,2419.400,0.028,208.500,2635.460,0.079,623.450,6921.290,0.090,38.760,1845.300,0.021,124.070,3080.880,0.040,8.560,244.550,0.035,24987.199,6921.290,3.610,0.285
,河北省,,2004,72.990,2618.990,0.028,265.160,3058.690,0.087,681.900,8477.630,0.080,37.740,1978.150,0.019,156.990,3631.450,0.043,10.360,276.500,0.037,28708.801,8477.630,3.386,0.309
,河北省,,2005,83.840,2881.130,0.029,248.110,2869.650,0.086,867.390,10012.100,0.087,37.430,2024.780,0.018,146.900,3241.730,0.045,11.740,285.450,0.041,28615.000,10012.100,2.858,0.297
,河北省,,2006,82.160,2699.250,0.030,237.540,2755.280,0.086,864.100,11467.600,0.075,50.060,2140.000,0.023,160.850,3410.970,0.047,10.740,277.470,0.039,26811.199,11467.600,2.338,0.242
,河北省,,2007,88.470,2795.570,0.032,278.530,3034.160,0.092,1010.230,13607.300,0.074,43.800,2063.090,0.021,184.390,3803.980,0.048,11.850,280.390,0.042,32011.199,13607.300,2.353,0.263
,河北省,,2008,86.400,2867.840,0.030,258.220,2839.050,0.091,1071.870,16012.000,0.067,76.360,1925.630,0.040,170.270,3760.940,0.045,12.540,296.950,0.042,31259.199,16012.000,1.952,0.151
,河北省,,2009,123.000,3540.720,0.035,368.700,3597.170,0.102,1086.620,17235.500,0.063,104.200,2406.410,0.043,209.660,4145.820,0.051,15.130,327.130,0.046,29655.400,17235.500,1.721,0.279
,河北省,,2010,129.400,3324.890,0.039,425.520,3798.550,0.112,1266.920,20394.300,0.062,115.160,2116.980,0.054,262.690,4546.650,0.058,16.870,361.520,0.047,30978.000,20394.300,1.519,0.443
,河北省,,2011,127.360,3332.310,0.038,371.240,3429.750,0.108,1331.830,24515.800,0.054,105.480,2458.640,0.043,218.230,3990.980,0.055,16.360,343.620,0.048,35755.398,24515.800,1.458,0.283
,河北省,,2012,123.900,3505.460,0.035,427.350,3803.580,0.112,1346.060,26575.000,0.051,127.930,2503.710,0.051,255.550,4535.890,0.056,18.760,356.150,0.053,36908.801,26575.000,1.389,0.262
,河北省,,2013,127.690,3454.210,0.037,427.350,3702.490,0.115,1556.110,28442.900,0.055,171.860,2622.710,0.066,255.000,4614.470,0.055,17.160,354.700,0.048,37857.602,28442.900,1.331,0.200
,河北省,,2014,154.520,4048.100,0.038,499.570,4137.800,0.121,1795.690,29421.200,0.061,193.430,2591.640,0.075,288.870,4512.020,0.064,19.610,376.430,0.052,40664.000,29421.200,1.382,0.327
,河北省,,2015,131.870,3590.770,0.037,488.150,4152.300,0.118,1577.510,29806.100,0.053,282.720,2648.430,0.107,275.300,4475.730,0.062,23.150,415.230,0.056,35812.000,29806.100,1.201,0.287
,河北省,,2016,160.920,3906.780,0.041,532.750,4190.200,0.127,1713.160,32070.400,0.053,262.800,2656.280,0.099,321.480,5067.580,0.063,22.260,394.220,0.056,36079.199,32070.400,1.125,0.286
,河北省,,2017,176.320,3900.560,0.045,550.130,4366.070,0.126,1580.220,34016.300,0.046,353.450,2416.180,0.146,314.650,4807.690,0.065,25.770,446.240,0.058,38102.602,34016.300,1.120,0.333
,河北省,,2018,218.850,4727.790,0.046,604.870,4528.420,0.134,2215.450,36010.300,0.062,433.550,2673.700,0.162,391.240,5579.870,0.070,27.770,459.960,0.060,39178.000,36010.300,1.088,0.391
,河北省,,2019,243.170,5072.080,0.048,721.640,5027.240,0.144,2371.900,35104.500,0.068,502.500,2589.330,0.194,431.150,5823.240,0.074,28.900,487.240,0.059,44787.602,35104.500,1.276,0.422
,河北省,,2020,195.410,4480.480,0.044,695.800,4802.080,0.145,2075.320,36206.900,0.057,509.270,3351.870,0.152,450.100,5780.790,0.078,31.140,479.340,0.065,47280.000,36206.900,1.306,0.438
,河北省,,2021,230.760,4969.830,0.046,623.300,4514.190,0.138,2610.270,40391.300,0.065,351.650,3320.700,0.106,392.060,5246.850,0.075,27.820,435.800,0.064,46674.398,40391.300,1.156,0.284
,河北省,,2022,235.790,5044.980,0.047,631.340,4657.120,0.136,2665.480,42370.400,0.066,354.940,3338.650,0.106,397.970,5409.220,0.074,27.980,444.530,0.063,45318.000,42370.400,1.070,0.271
,河北省,,2023,238.020,5201.250,0.046,644.530,4784.150,0.135,2750.910,43944.100,0.068,366.020,3412.250,0.107,407.600,5531.390,0.074,28.400,457.330,0.062,43961.602,43944.100,1.000,0.258
,河南省,,2000,54.020,2490.860,0.022,158.190,2317.510,0.068,489.380,5137.660,0.095,29.070,1331.270,0.022,98.890,2810.000,0.035,7.570,238.100,0.032,12952.000,5137.660,2.521,0.275
,河南省,,2001,57.600,2476.070,0.023,196.560,2665.370,0.074,592.410,5533.010,0.107,21.320,1713.520,0.012,120.690,3039.040,0.040,7.580,225.990,0.034,16371.600,5533.010,2.959,0.302
,河南省,,2002,63.580,2578.870,0.025,169.470,2267.140,0.075,555.170,6035.480,0.092,22.960,1543.050,0.015,108.020,2978.330,0.036,7.830,225.330,0.035,13833.600,6035.480,2.292,0.211
,河南省,,2003,66.680,2674.780,0.025,229.720,2750.210,0.084,616.400,6867.700,0.090,40.380,1876.310,0.022,131.860,3092.120,0.043,9.750,270.460,0.036,14048.400,6867.700,2.046,0.347
,河南省,,2004,74.000,2710.950,0.027,235.830,2809.970,0.084,840.880,8553.790,0.098,36.080,2017.320,0.018,153.510,3294.100,0.047,10.900,278.810,0.039,16536.000,8553.790,1.933,0.335
,河南省,,2005,98.210,3267.020,0.030,277.500,3154.530,0.088,961.800,10587.400,0.091,44.380,2171.640,0.020,164.130,3656.900,0.045,13.390,307.970,0.043,17370.000,10587.400,1.641,0.371
,河南省,,2006,86.640,2916.380,0.030,272.060,2961.950,0.092,953.020,12362.800,0.077,43.710,1848.890,0.024,177.330,3723.030,0.048,13.230,315.740,0.042,15709.200,12362.800,1.271,0.366
,河南省,,2007,97.230,3346.130,0.029,305.010,3188.180,0.096,924.030,15012.500,0.062,33.940,1940.710,0.017,165.590,3532.790,0.047,13.090,318.760,0.041,16605.000,15012.500,1.106,0.200
,河南省,,2008,117.360,3380.580,0.035,324.160,3374.190,0.096,974.180,18018.500,0.054,58.600,1879.140,0.031,176.750,3517.710,0.050,13.270,311.450,0.043,22388.801,18018.500,1.243,0.306
,河南省,,2009,108.950,3490.580,0.031,332.670,3471.310,0.096,872.690,19480.500,0.045,76.170,2009.550,0.038,208.920,4012.090,0.052,15.320,338.140,0.045,20874.199,19480.500,1.072,0.182
,河南省,,2010,107.000,3330.380,0.032,306.120,3074.840,0.100,1046.370,23092.400,0.045,112.930,2166.340,0.052,200.010,3774.110,0.053,15.650,331.290,0.047,21162.000,23092.400,0.916,0.192
,河南省,,2011,130.490,3587.740,0.036,342.580,3245.510,0.106,985.810,26931.000,0.037,113.950,2448.230,0.047,219.930,4065.600,0.054,19.110,378.360,0.051,18990.600,26931.000,0.705,0.238
,河南省,,2012,116.600,3390.320,0.034,388.350,3644.540,0.107,1231.430,29599.300,0.042,154.420,2119.830,0.073,251.330,4444.460,0.057,16.900,329.980,0.051,24377.600,29599.300,0.824,0.211
,河南省,,2013,141.930,3793.860,0.037,458.380,3870.870,0.118,1538.710,32191.300,0.048,212.810,2763.580,0.077,259.780,4409.180,0.059,22.820,410.690,0.056,26347.199,32191.300,0.818,0.346
,河南省,,2014,171.030,4066.990,0.042,436.570,3656.890,0.119,1314.160,34938.200,0.038,166.670,2750.280,0.061,290.060,4940.310,0.059,20.110,386.730,0.052,22739.199,34938.200,0.651,0.289
,河南省,,2015,157.560,4178.310,0.038,474.570,4145.210,0.114,1483.140,37002.200,0.040,217.080,2629.930,0.083,274.160,4445.880,0.062,21.580,404.170,0.053,27139.000,37002.200,0.733,0.205
,河南省,,2016,213.100,4667.130,0.046,572.170,4387.270,0.130,1832.920,40471.800,0.045,239.280,2355.000,0.102,310.480,4808.230,0.065,25.330,422.510,0.060,25948.801,40471.800,0.641,0.438
,河南省,,2017,193.600,4194.010,0.046,625.620,4760.790,0.131,1846.990,44552.800,0.041,236.840,2777.460,0.085,380.470,5474.300,0.070,27.690,471.640,0.059,23554.199,44552.800,0.529,0.371
,河南省,,2018,179.650,4244.860,0.042,646.690,4819.020,0.134,1761.320,48055.900,0.037,287.200,2771.970,0.104,368.310,4992.010,0.074,27.440,420.940,0.065,24099.600,48055.900,0.501,0.362
,河南省,,2019,202.510,4572.240,0.044,675.180,4906.060,0.138,2002.670,54259.200,0.037,306.500,3175.330,0.097,356.380,5270.290,0.068,25.700,415.210,0.062,25607.400,54259.200,0.472,0.261
,河南省,,2020,208.930,4327.640,0.048,655.460,4690.080,0.140,1825.980,54997.100,0.033,291.540,3296.030,0.088,359.710,5133.990,0.070,26.150,446.400,0.059,26728.000,54997.100,0.486,0.285
,河南省,,2021,198.160,4450.260,0.045,560.360,4173.160,0.134,2224.180,58887.400,0.038,266.790,2816.780,0.095,392.130,5776.690,0.068,25.710,439.370,0.059,31422.400,58887.400,0.534,0.154
,河南省,,2022,199.000,4505.220,0.044,564.060,4251.750,0.133,2255.300,61345.100,0.037,270.350,2899.720,0.093,398.030,5953.950,0.067,26.170,440.800,0.059,32180.400,61345.100,0.525,0.131
,河南省,,2023,204.810,4539.480,0.045,576.610,4372.880,0.132,2291.270,59132.400,0.038,271.680,2908.660,0.093,406.080,5971.840,0.068,26.480,441.240,0.060,32938.400,59132.400,0.557,0.143
,浙江省,,2000,60.400,2531.820,0.024,174.830,2462.120,0.071,563.120,6036.340,0.093,19.950,1482.060,0.013,98.170,2731.510,0.036,6.950,216.790,0.032,21680.000,6036.340,3.592,0.306
,浙江省,,2001,56.420,2368.150,0.024,157.270,2152.790,0.073,601.560,6898.340,0.087,17.440,1532.920,0.011,98.700,2706.890,0.036,7.310,236.860,0.031,24990.000,6898.340,3.623,0.204
,浙江省,,2002,54.380,2371.840,0.023,185.510,2470.740,0.075,539.480,8003.670,0.067,23.090,1490.640,0.015,106.990,2738.490,0.039,7.830,249.030,0.031,23518.000,8003.670,2.938,0.173
,浙江省,,2003,69.660,2521.600,0.028,213.370,2810.690,0.076,589.050,9705.020,0.061,27.860,1605.770,0.017,130.120,3112.980,0.042,9.160,254.190,0.036,24669.801,9705.020,2.542,0.286
,浙江省,,2004,76.560,2855.680,0.027,233.960,2789.920,0.084,809.330,11648.700,0.069,28.270,1808.120,0.016,146.230,3317.520,0.044,11.160,288.010,0.039,24643.199,11648.700,2.116,0.286
,浙江省,,2005,88.730,3219.930,0.028,284.660,3092.310,0.092,752.630,13417.700,0.056,31.130,1956.380,0.016,160.380,3646.590,0.044,10.990,285.350,0.039,27325.000,13417.700,2.036,0.303
,浙江省,,2006,105.630,3142.540,0.034,301.040,3189.090,0.094,1088.360,15718.500,0.069,30.740,1908.850,0.016,163.770,3475.080,0.047,12.080,303.380,0.040,28090.400,15718.500,1.787,0.346
,浙江省,,2007,96.190,3240.040,0.030,320.240,3401.320,0.094,945.140,18753.700,0.050,31.380,2013.470,0.016,195.420,3896.080,0.050,13.190,288.130,0.046,30461.400,18753.700,1.624,0.280
,浙江省,,2008,100.520,3328.370,0.030,260.960,2872.110,0.091,798.660,21462.700,0.037,46.520,1697.260,0.027,181.600,3580.530,0.051,12.840,313.220,0.041,29691.199,21462.700,1.383,0.145
,浙江省,,2009,131.260,3738.310,0.035,328.930,3272.270,0.101,1204.710,22990.300,0.052,55.420,2160.270,0.026,209.400,3933.850,0.053,14.120,314.230,0.045,32630.801,22990.300,1.419,0.266
,浙江省,,2010,109.580,3402.650,0.032,315.400,3088.550,0.102,995.320,27722.300,0.036,82.070,2325.910,0.035,204.340,4080.890,0.050,13.680,318.320,0.043,35256.000,27722.300,1.272,0.115
,浙江省,,2011,128.450,3429.650,0.037,370.530,3425.690,0.108,1306.730,32318.800,0.040,78.110,2020.700,0.039,231.440,4331.110,0.053,15.810,332.600,0.048,36282.398,32318.800,1.123,0.238
,浙江省,,2012,141.510,3903.830,0.036,412.430,3863.770,0.107,1394.360,34665.300,0.040,77.700,2621.160,0.030,245.970,4406.910,0.056,16.960,352.680,0.048,35731.199,34665.300,1.031,0.150
,浙江省,,2013,138.480,3565.710,0.039,439.940,3902.750,0.113,1454.310,37756.600,0.039,98.140,2347.080,0.042,270.980,4496.810,0.060,19.470,370.950,0.052,34900.801,37756.600,0.924,0.258
,浙江省,,2014,165.890,4151.960,0.040,458.890,3691.200,0.124,1487.530,40173.000,0.037,120.650,2347.210,0.051,305.560,5074.940,0.060,21.370,377.580,0.057,39773.199,40173.000,0.990,0.343
,浙江省,,2015,151.810,3936.660,0.039,450.030,3748.380,0.120,1432.170,42886.500,0.033,167.890,2513.810,0.067,300.790,4758.220,0.063,22.750,423.430,0.054,37156.000,42886.500,0.866,0.254
,浙江省,,2016,189.170,4444.850,0.043,509.670,3973.880,0.128,1849.090,47251.400,0.039,161.400,2550.770,0.063,366.640,5422.060,0.068,25.780,454.520,0.057,38088.000,47251.400,0.806,0.325
,浙江省,,2017,213.660,4731.560,0.045,549.640,4203.600,0.131,1925.000,51768.300,0.037,190.150,2940.020,0.065,368.110,5175.820,0.071,26.490,421.730,0.063,37555.000,51768.300,0.725,0.378
,浙江省,,2018,227.290,4781.440,0.048,591.830,4384.820,0.135,2037.720,56197.100,0.036,194.750,3238.930,0.060,383.610,5656.120,0.068,29.410,454.440,0.065,43236.398,56197.100,0.769,0.327
,浙江省,,2019,223.360,4510.600,0.050,646.290,4766.160,0.136,2219.100,62351.700,0.036,269.550,2549.860,0.106,359.230,5361.110,0.067,30.530,486.240,0.063,44717.398,62351.700,0.717,0.339
,浙江省,,2020,188.450,4193.290,0.045,597.260,4559.930,0.131,1901.430,64613.300,0.029,220.590,2641.750,0.084,397.750,5640.430,0.071,27.510,425.720,0.065,45000.000,64613.300,0.696,0.220
,浙江省,,2021,222.770,4692.280,0.047,628.450,4504.290,0.140,1933.140,73515.800,0.026,203.560,2601.440,0.078,387.310,5525.490,0.070,27.790,426.050,0.065,48708.000,73515.800,0.663,0.229
,浙江省,,2022,224.900,4734.480,0.048,645.020,4565.460,0.141,1965.090,77715.400,0.026,207.550,2668.190,0.078,390.810,5647.980,0.069,28.440,426.570,0.067,43755.602,77715.400,0.563,0.263
,浙江省,,2023,228.690,4771.260,0.048,665.860,4704.440,0.142,1980.120,82553.200,0.026,209.620,2698.440,0.078,399.160,5691.680,0.070,28.960,440.570,0.066,38803.203,82553.200,0.470,0.258
,海南省,,2000,55.310,2430.190,0.023,164.560,2277.540,0.072,562.670,518.480,1.085,3.150,1314.390,0.002,107.010,3028.120,0.035,7.490,220.010,0.034,20236.000,518.480,39.029,0.327
,海南省,,2001,59.640,2369.440,0.025,147.000,2137.100,0.069,456.350,558.410,0.817,3.210,1685.940,0.002,96.530,2628.400,0.037,7.160,226.850,0.032,24162.600,558.410,43.270,0.206
,海南省,,2002,64.690,2494.980,0.026,210.680,2671.100,0.079,647.560,621.970,1.041,3.420,1768.150,0.002,122.580,3260.480,0.038,8.660,232.960,0.037,24547.600,621.970,39.467,0.357
,海南省,,2003,75.320,2595.450,0.029,238.530,2863.040,0.083,702.930,693.200,1.014,4.760,1870.730,0.003,146.060,3379.090,0.043,10.340,285.760,0.036,26914.600,693.200,38.827,0.440
,海南省,,2004,77.430,2726.990,0.028,197.440,2498.810,0.079,763.400,798.900,0.956,5.320,1481.480,0.004,132.890,3402.780,0.039,10.250,266.130,0.039,26678.400,798.900,33.394,0.262
,海南省,,2005,83.550,2977.040,0.028,236.600,2888.950,0.082,792.550,897.990,0.883,5.500,1781.160,0.003,138.900,3233.740,0.043,10.960,284.540,0.039,26930.000,897.990,29.989,0.220
,海南省,,2006,82.340,2860.290,0.029,298.040,3246.650,0.092,948.170,1044.910,0.907,5.310,1739.460,0.003,169.010,3590.880,0.047,12.940,302.660,0.043,26920.400,1044.910,25.763,0.397
,海南省,,2007,95.440,3158.360,0.030,325.380,3379.960,0.096,1167.900,1254.170,0.931,5.320,2357.420,0.002,167.510,3541.440,0.047,13.130,316.480,0.041,30666.600,1254.170,24.452,0.295
,海南省,,2008,93.640,2901.060,0.032,258.560,2822.710,0.092,946.440,1503.060,0.630,6.810,1993.590,0.003,179.580,3763.420,0.048,13.210,321.270,0.041,30447.199,1503.060,20.257,0.186
,海南省,,2009,118.030,3407.440,0.035,339.380,3360.530,0.101,1017.880,1654.210,0.615,18.510,2095.940,0.009,228.530,4259.760,0.054,15.630,318.460,0.049,30560.199,1654.210,18.474,0.351
,海南省,,2010,135.990,3550.730,0.038,378.370,3593.460,0.105,1266.140,2064.500,0.613,14.890,2305.150,0.006,229.730,4016.100,0.057,17.590,351.000,0.050,33774.000,2064.500,16.359,0.438
,海南省,,2011,126.710,3762.720,0.034,385.840,3687.550,0.105,1419.950,2522.660,0.563,23.970,2285.360,0.010,227.550,4183.240,0.054,17.970,355.080,0.051,32531.400,2522.660,12.896,0.254
,海南省,,2012,123.870,3498.550,0.035,408.530,3744.420,0.109,1322.660,2855.540,0.463,21.230,2155.290,0.010,224.450,4058.230,0.055,16.690,357.170,0.047,33216.000,2855.540,11.632,0.207
,海南省,,2013,146.550,3601.210,0.041,458.270,3984.120,0.115,1487.690,3177.560,0.468,23.180,2836.820,0.008,278.370,4784.230,0.058,22.870,425.770,0.054,35884.199,3177.560,11.293,0.377
,海南省,,2014,136.890,3755.040,0.036,501.710,4193.080,0.120,1542.810,3500.720,0.441,23.280,2265.130,0.010,298.880,4768.720,0.063,21.560,405.620,0.053,39052.398,3500.720,11.156,0.324
,海南省,,2015,160.600,3848.050,0.042,514.280,3976.290,0.129,1798.030,3702.760,0.486,31.540,2808.360,0.011,315.200,5064.060,0.062,26.430,451.900,0.058,36414.000,3702.760,9.834,0.449
,海南省,,2016,172.340,4331.640,0.040,482.010,4061.000,0.119,1668.570,4053.200,0.412,37.310,2270.820,0.016,311.230,4964.600,0.063,22.770,433.310,0.053,41313.602,4053.200,10.193,0.205
,海南省,,2017,202.300,4436.080,0.046,522.850,4039.100,0.129,1932.920,4462.540,0.433,35.720,3097.060,0.012,305.920,4825.180,0.063,24.910,405.640,0.061,44326.000,4462.540,9.933,0.333
,海南省,,2018,223.880,4824.040,0.046,576.460,4246.090,0.136,2284.830,4832.050,0.473,61.240,3010.680,0.020,385.570,5229.770,0.074,28.860,440.510,0.066,38509.199,4832.050,7.970,0.450
,海南省,,2019,203.310,4415.930,0.046,649.310,4692.030,0.138,2159.190,5308.930,0.407,64.980,2665.100,0.024,393.860,5726.160,0.069,26.740,452.170,0.059,41160.602,5308.930,7.753,0.335
,海南省,,2020,192.640,4325.890,0.045,687.190,4944.470,0.139,1977.850,5532.390,0.358,57.840,3137.600,0.018,357.820,5353.540,0.067,26.220,432.260,0.061,47712.000,5532.390,8.624,0.263
,海南省,,2021,225.890,4706.660,0.048,675.240,4486.120,0.151,2098.460,6475.200,0.324,50.550,3312.590,0.015,453.560,6089.970,0.074,30.790,469.770,0.066,44509.602,6475.200,6.874,0.377
,海南省,,2022,232.140,4792.290,0.048,690.320,4569.650,0.151,2111.710,6818.200,0.325,51.840,3392.730,0.015,460.540,6107.430,0.075,31.700,473.020,0.067,47098.801,6818.200,6.908,0.380
,海南省,,2023,238.160,4816.290,0.049,702.650,4616.500,0.152,2140.270,7551.200,0.322,53.300,3444.150,0.015,466.640,6159.990,0.076,32.260,483.600,0.067,49688.000,7551.200,6.580,0.416
,湖北省,,2000,53.870,2422.220,0.022,141.920,2111.610,0.067,543.610,4276.320,0.127,17.320,1567.220,0.011,100.130,2915.260,0.034,7.890,250.070,0.032,23104.000,4276.320,5.403,0.195
,湖北省,,2001,54.880,2384.690,0.023,172.040,2277.080,0.076,582.170,3880.530,0.150,18.150,1562.480,0.012,109.700,2906.570,0.038,8.640,241.800,0.036,21840.000,3880.530,5.628,0.356
,湖北省,,2002,59.300,2349.010,0.025,202.400,2703.270,0.075,592.660,4212.820,0.141,28.570,1459.870,0.020,116.300,3073.360,0.038,8.170,236.020,0.035,24926.000,4212.820,5.917,0.267
,湖北省,,2003,76.320,2684.450,0.028,217.390,2664.110,0.082,763.350,4757.450,0.160,24.830,1575.060,0.016,139.230,3258.730,0.043,11.000,279.700,0.039,27061.801,4757.450,5.688,0.427
,湖北省,,2004,71.360,2891.440,0.025,206.310,2524.590,0.082,701.230,5633.240,0.124,33.010,1882.380,0.018,126.420,3003.820,0.042,9.120,243.260,0.037,27278.400,5633.240,4.842,0.207
,湖北省,,2005,98.030,3143.040,0.031,241.290,2784.940,0.087,842.320,6590.190,0.128,37.620,2000.510,0.019,146.470,3204.860,0.046,11.930,317.610,0.038,28135.000,6590.190,4.269,0.325
,湖北省,,2006,94.800,3219.310,0.029,256.160,2835.640,0.090,1051.320,7617.470,0.138,34.380,2139.960,0.016,173.780,3507.070,0.050,12.140,298.780,0.041,28995.199,7617.470,3.806,0.334
,湖北省,,2007,108.210,3319.400,0.033,321.090,3275.460,0.098,962.150,9333.400,0.103,28.050,2271.910,0.012,191.940,3989.610,0.048,14.050,339.200,0.041,28539.000,9333.400,3.058,0.274
,湖北省,,2008,93.580,3115.240,0.030,320.020,3354.660,0.095,1028.510,11328.900,0.091,40.920,1919.300,0.021,177.490,3549.820,0.050,14.230,340.400,0.042,28565.600,11328.900,2.521,0.188
,湖北省,,2009,117.920,3598.450,0.033,303.410,3154.270,0.096,1225.130,12961.100,0.095,74.150,1837.940,0.040,218.890,4107.460,0.053,15.160,318.730,0.048,34017.000,12961.100,2.625,0.251
,湖北省,,2010,119.360,3254.370,0.037,387.020,3702.490,0.105,1390.010,15967.600,0.087,96.310,2099.820,0.046,227.790,4391.960,0.052,16.500,367.040,0.045,31950.000,15967.600,2.001,0.270
,湖北省,,2011,132.300,3447.540,0.038,401.670,3797.450,0.106,1288.480,19632.300,0.066,101.110,2207.970,0.046,258.130,4479.860,0.058,17.500,364.120,0.048,35358.602,19632.300,1.801,0.299
,湖北省,,2012,114.980,3426.790,0.034,397.800,3753.360,0.106,1295.460,22250.400,0.058,95.630,1962.650,0.049,200.600,3860.510,0.052,18.420,379.190,0.049,38073.602,22250.400,1.711,0.110
,湖北省,,2013,146.740,3893.180,0.038,437.230,3864.990,0.113,1366.900,24791.800,0.055,109.720,2376.070,0.046,259.330,4626.980,0.056,19.700,385.120,0.051,35587.199,24791.800,1.435,0.209
,湖北省,,2014,164.100,3981.560,0.041,511.870,4097.710,0.125,1511.370,27379.200,0.055,103.780,2474.510,0.042,307.160,5084.280,0.060,21.080,378.600,0.056,40228.801,27379.200,1.469,0.341
,湖北省,,2015,159.110,3849.210,0.041,474.100,3851.440,0.123,1500.290,29550.200,0.051,145.840,2430.690,0.060,282.420,4518.280,0.063,23.980,421.240,0.057,41083.000,29550.200,1.390,0.318
,湖北省,,2016,154.740,3871.250,0.040,504.000,4207.980,0.120,1581.890,32665.400,0.048,145.640,2700.410,0.054,287.700,4667.950,0.062,23.180,434.300,0.053,42703.199,32665.400,1.307,0.153
,湖北省,,2017,197.520,4431.430,0.045,471.760,3808.050,0.124,1511.240,35478.100,0.043,139.710,2838.340,0.049,277.420,4556.410,0.061,21.050,385.470,0.055,42661.000,35478.100,1.202,0.168
,湖北省,,2018,172.840,3976.920,0.043,525.010,4128.380,0.127,1666.270,39366.600,0.042,211.300,2980.210,0.071,318.410,4649.310,0.068,24.220,444.430,0.054,41222.398,39366.600,1.047,0.170
,湖北省,,2019,184.400,4290.160,0.043,620.720,4335.610,0.143,1939.550,45828.300,0.042,282.130,3366.430,0.084,422.770,5551.810,0.076,26.930,438.280,0.061,39842.398,45828.300,0.869,0.297
,湖北省,,2020,225.090,4527.600,0.050,617.100,4570.620,0.135,2063.130,43443.500,0.047,219.180,3095.170,0.071,368.460,5282.620,0.070,26.340,439.520,0.060,43168.000,43443.500,0.994,0.260
,湖北省,,2021,256.240,4898.010,0.052,746.980,5269.020,0.142,2012.880,50012.900,0.040,167.100,3487.120,0.048,437.130,5688.490,0.077,29.450,441.510,0.067,49118.000,50012.900,0.982,0.313
,湖北省,,2022,259.650,4937.770,0.053,753.230,5310.060,0.142,2069.040,53734.900,0.041,167.230,3555.540,0.047,447.430,5771.850,0.078,29.870,451.940,0.066,46880.398,53734.900,0.872,0.345
,湖北省,,2023,264.560,5100.540,0.052,760.550,5382.830,0.141,2133.300,55803.600,0.041,171.880,3635.500,0.047,456.160,5837.760,0.078,30.360,466.270,0.065,44642.797,55803.600,0.800,0.337
,湖南省,,2000,56.010,2455.300,0.023,158.420,2277.280,0.070,624.560,3691.880,0.169,24.880,1326.120,0.019,94.790,2682.770,0.035,7.020,232.630,0.030,20540.000,3691.880,5.564,0.267
,湖南省,,2001,52.410,2357.470,0.022,172.360,2461.930,0.070,509.490,3831.900,0.133,31.350,1303.920,0.024,101.350,2736.000,0.037,6.920,214.430,0.032,24452.400,3831.900,6.381,0.223
,湖南省,,2002,62.280,2583.370,0.024,185.840,2480.500,0.075,642.000,4151.540,0.155,37.540,1345.810,0.028,104.010,2815.500,0.037,7.790,233.020,0.033,22387.199,4151.540,5.393,0.251
,湖南省,,2003,56.980,2344.110,0.024,201.310,2578.710,0.078,664.880,4659.990,0.143,29.210,1811.990,0.016,112.050,2792.480,0.040,9.090,251.250,0.036,25879.600,4659.990,5.554,0.193
,湖南省,,2004,70.770,2671.350,0.026,230.780,2844.830,0.081,777.500,5641.940,0.138,32.320,1567.720,0.021,140.310,3426.050,0.041,10.210,259.210,0.039,26203.199,5641.940,4.644,0.244
,湖南省,,2005,88.910,3012.100,0.030,234.030,2792.220,0.084,825.440,6596.100,0.125,42.210,2005.110,0.021,166.500,3646.180,0.046,12.750,308.680,0.041,27265.000,6596.100,4.134,0.319
,湖南省,,2006,87.850,3019.170,0.029,275.510,3159.370,0.087,803.530,7688.670,0.105,37.940,1834.340,0.021,160.820,3443.500,0.047,11.450,306.430,0.037,29478.801,7688.670,3.834,0.211
,湖南省,,2007,92.490,3039.350,0.030,263.710,2961.280,0.089,819.980,9439.600,0.087,29.840,1851.480,0.016,157.040,3482.840,0.045,11.560,293.310,0.039,30331.801,9439.600,3.213,0.141
,湖南省,,2008,101.740,3300.660,0.031,299.470,3104.150,0.096,928.670,11555.000,0.080,41.710,1999.750,0.021,200.120,4102.230,0.049,14.570,310.590,0.047,31231.199,11555.000,2.703,0.290
,湖南省,,2009,115.560,3621.530,0.032,376.480,3721.560,0.101,1023.470,13059.700,0.078,73.630,2016.110,0.037,218.420,4266.440,0.051,15.450,319.970,0.048,29342.199,13059.700,2.247,0.229
,湖南省,,2010,123.630,3717.820,0.033,392.050,3644.650,0.108,1066.540,16038.000,0.067,90.820,2095.070,0.043,232.790,4216.270,0.055,18.690,381.520,0.049,32088.000,16038.000,2.001,0.291
,湖南省,,2011,136.540,3664.430,0.037,341.720,3259.630,0.105,1092.850,19669.600,0.056,85.260,2079.340,0.041,255.060,4493.980,0.057,17.280,356.530,0.048,36896.199,19669.600,1.876,0.255
